status_id,status_message,status_author,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
558429457587216_1249246341838854,"Still working on my split-screen projects. This time i collab'd with a  superb multi-instrumentalist mate David Hogan. Here we do the Bob Mintzer big band chart Slo Funk!  I play all the rhythm section, Dave plays all the horns. The major challenge here was syncing the whole project, but it was rewarding in the end. #JOTW",Simon Peter King,,video,https://www.facebook.com/10152896851145119/videos/10154889025115119,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249246341838854/,2/6/2017 17:17,324,40,0,280,26,18,0,0,0
558429457587216_1250274688402686,"Always by your side, Ralph Towner

at last months I´ve been trying to play his songbooks
it seems easy, but it´s a hard work (for me)
hope you enjoy",Gustavo Cunha,,video,https://www.facebook.com/10203504795679937/videos/10208647079633822,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250274688402686/,2/7/2017 15:00,6,2,0,6,0,0,0,0,0
558429457587216_1249114998518655,"While I try to spend some time each week on scales, arpeggios and more broadly on jazz improv, mostly I use my time coming up with new song arrangements for solo guitar, since, with all practicality, 75% of my gigs are solo guitar, entertaining guests at restaurants, cocktail parties and receptions. Here is a brand new solo guitar arrangement from just last Friday, ""Rikky Don't Lose That Number"", by Steely Dan.",Jake Reichbart,,video,https://www.facebook.com/10152526214333437/videos/10154369223913437,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249114998518655/,2/6/2017 14:18,107,13,0,101,6,0,0,0,0
558429457587216_1250355788394576,"Hi!! I try to play the theme of From Within, Michel Camilo! 
Enjoy ! 🎹✌️
#jamoftheweek",Adrien Brandeis,,video,https://www.facebook.com/10155913830600422/videos/10158271505560422,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250355788394576/,2/7/2017 17:10,5,0,0,5,0,0,0,0,0
558429457587216_1250282421735246,"Requests!

Usually if I don't know a tune someone requests, I follow up with ""I'll add it to the list."" It may come off like I'm writing them off, but I do actually keep a list.  I whittle away at it when I find the time.  It not only helps to keep me employed and accountable; it also turns me on to music I wouldn't have dug otherwise. Most of the time. :)

Anyway, here's the latest I've been working on, ""Brick"" by Ben Folds Five. Admittedly I'm still faking a few parts but, as with most things, it's a work in progress.

C&C always cool!

#ILoveThisGroup #JamoftheWeek #LearningTunes",Taylor Roberts,,video,https://www.facebook.com/1561540077395456/videos/1875860859296708,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250282421735246/,2/7/2017 15:12,11,3,0,9,2,0,0,0,0
558429457587216_1249260988504056,Always working on rhythm changes.,Dean Newton,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249260988504056/,2/6/2017 17:50,18,2,1,18,0,0,0,0,0
558429457587216_1249872525109569,"At 6:00 AM ""Etude N"" to get things moving.  This is 2min for a taste of a 30 minute exercise routine .",Mark Kleinhaut,,video,https://www.facebook.com/10204410710240620/videos/10209999769523609,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249872525109569/,2/7/2017 07:46,49,8,0,47,2,0,0,0,0
558429457587216_1250332938396861,"week #160 playng over Confirmation .. one of my favorite tunes, C&C welcome",Michele Brienza,,video,https://www.facebook.com/10201199761032129/videos/10203010956990896,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250332938396861/,2/7/2017 16:31,34,4,0,33,1,0,0,0,0
558429457587216_1250282255068596,"One chorus of comping over ""I Wish I Knew"", a tune I'm learning this week. Also have been shedding and working on voicings and inversions, whilst writing an instructional type PDF thing. So i'm excited to finish that when time allows! #jamoftheweek",Zakk Jones,,video,https://www.facebook.com/10203953316015200/videos/10208765563678384,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250282255068596/,2/7/2017 15:12,17,1,0,17,0,0,0,0,0
558429457587216_1249314771832011,"Here's an improv challenge I've been working on. 
Metronome on at least 200 bpm. 
Then play an unbroken line of 1/8th notes (and ONLY 1/8th notes) over a 1-6-2-5 progression, each chord lasting one bar. 
Any deviation or pause means you have to stop and start again. 
The line must maintain adherence to the changes and not devolve into nonsense, and not TOO much repetition of ideas. 

This is the best I could do tonight - about 1:20 or so. My goal is 5 minutes. Someday!",Paul Pieper,,video,https://www.facebook.com/10152367277734158/videos/10155010856249158,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249314771832011/,2/6/2017 19:34,551,36,0,503,18,30,0,0,0
558429457587216_1249215588508596,First post! Working on there will never be another you. c&c welcome!,Nicole McCabe,,video,https://www.facebook.com/304642183020041/videos/745772992240289,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249215588508596/,2/6/2017 16:28,210,18,0,196,11,3,0,0,0
558429457587216_1249233498506805,"Been visiting this tune a little more than usual lately. Hope you dig. Also trying just neck pick up for playing solos. Peace! 

#humptydumpty #chickcorea #jotw

PS - Irealb's even 8ths is fun to play over.",Anthony Muthurajah,,video,https://www.facebook.com/10153597040428902/videos/10155903542863902,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249233498506805/,2/6/2017 16:57,66,6,0,62,2,2,0,0,0
558429457587216_1250291068401048,"When at a service station, do an impromptu short MJ cover. This is super casual and not remotely rehearsed, but C&C of course welcome! 

https://www.facebook.com/noviacappella/videos/467105230345782/?pnref=story",Jonny Stewart,NoVI Music,video,https://www.facebook.com/noviacappella/videos/467105230345782/,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250291068401048/,2/7/2017 15:25,2,0,0,2,0,0,0,0,0
558429457587216_1249371168493038,"Piano Invention no 1 , Bach",Tal Arditi,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249371168493038/,2/6/2017 20:57,160,11,0,146,4,10,0,0,0
558429457587216_1249306371832851,"I am embarrassed to say that I've never played this song before but I believe that it now will be a part of my repertoire. I do hope you enjoy ""I Concentrate On You"" 
Comments and criticism always welcomed and encouraged. 

Cheers",Mark Kelly,,video,https://www.facebook.com/10152916116202029/videos/10154376602562029,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249306371832851/,2/6/2017 19:16,40,9,0,39,1,0,0,0,0
558429457587216_1250274741736014,"Coltrane changes are always welcome on my practice schedule...

#jamoftheweek
#countdown",Tiago Lageira,"Tiago Lageira | JAMS | ""Countdown""",video,https://youtu.be/gt4QIGR5QbU,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250274741736014/,2/7/2017 15:00,1,0,0,1,0,0,0,0,0
558429457587216_1250095555087266,,Camille Bertault,,video,https://www.facebook.com/10152583221892134/videos/10153979442317134,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250095555087266/,2/7/2017 11:54,73,2,0,54,12,1,6,0,0
558429457587216_1250247835072038,"Hey JOTW friends! I've just started up on a project of doing covers of video game songs, this is my stride arrangement of The ""Bomb-omb Battlefield"" theme from Super Mario 64! C&C are definitely welcome! Also if you want to hear more stuff like this tell me below what song you want me to cover! :)",Danny Bauer,,video,https://www.facebook.com/10153686523056842/videos/10155201309016842,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250247835072038/,2/7/2017 14:26,24,0,0,22,1,1,0,0,0
558429457587216_1249236691839819,"STAIRWAY TO HEAVEN...MADMAN STYLE!!!! This is one of the things that I'm working on right now; warping popular music to my WHIMS!!! BWAHAHAHAHA!!!! NOTHING IS SACRED!
I had to remove this one from YouTube for obvious reasons, but I really liked the way the video came out, and if I redo the vocals, it's gonna be with a live band. and I'd really hate it if this take went to waste, even if its not perfect. So, why not just share it for all of you to enjoy, instead! Sorry guitarists, the MADMAN takes the big solo on this one! ;) 
Enjoy!
#nailedit #ledzeppelin #haveityourway",Joe Albano,Albano The Madman,video,https://www.facebook.com/albanothemadman/videos/748458525301128/,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249236691839819/,2/6/2017 17:00,30,6,0,27,1,0,2,0,0
558429457587216_1250243151739173,"On A Misty Night- Tadd Dameron
C&C welcome!",Josh Guerraz,,video,https://www.facebook.com/1472115953080173/videos/1707008409590925,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250243151739173/,2/7/2017 14:19,3,0,0,3,0,0,0,0,0
558429457587216_1250216031741885,,Patricia Mulder,Jim,video,https://youtu.be/hobpNzx_59Q,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250216031741885/,2/7/2017 13:50,1,1,0,1,0,0,0,0,0
558429457587216_1249979135098908,"Hi everyone, this is my first post.
 I'm revisiting an old reharmonization arr. I did of Stella by Starlight.
#jamoftheweek",Elia Gaitau,,video,https://www.facebook.com/10152799324822363/videos/10154995298152363,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249979135098908/,2/7/2017 10:00,12,2,0,8,4,0,0,0,0
558429457587216_1249264418503713,Working on a lot of new guitar arrangements.. here's the last one.. Georgy Porgy. Hope u dig it 😊 #jotw,Luca Mantovanelli,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249264418503713/,2/6/2017 17:57,38,4,1,33,4,1,0,0,0
558429457587216_1250108038419351,"Attempting to shed What Is This Thing Called Love. 
Trying to get away from that smeary lead alto sound. Listening to a lot of Lee Konitz
C&C welcome and encouraged!",Drew Thomas,,video,https://www.facebook.com/925082104180739/videos/1446828508672760,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250108038419351/,2/7/2017 12:11,22,5,0,22,0,0,0,0,0
558429457587216_1249513901812098,To keep myself practicing I have been working on a solo every week. Last week I was working on Rhythm Changes so I recorded a take of the Flintstones with one chorus of a Coltrane solo (on Oleo) and one of my own. C&C Welcome.,Alex Heflin,,video,https://www.facebook.com/10153300520531406/videos/10154212573396406,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249513901812098/,2/6/2017 23:45,44,4,0,40,4,0,0,0,0
558429457587216_1249923581771130,"Some ideas for an original tune with my #fiddydollarguitar 
Thanks jam of the weekers!",Chad Bond,,video,https://www.facebook.com/422719314539104/videos/955123447965352,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249923581771130/,2/7/2017 09:02,4,2,0,4,0,0,0,0,0
558429457587216_1250152468414908,"My latest take on my fav Herbie Hancock standard ""Dolphin Dance"" on solo guitar.",Sergio Lázaro Mejía,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250152468414908/,2/7/2017 13:01,7,0,0,7,0,0,0,0,0
558429457587216_1249405131822975,#jotw160  A new original composition called Unexpected which I wrote upon learning of a friend's surprise cancer diagnosis. No fancy chops or finger work. Just once through rubato. C&C welcome.,Scott Rosen,,video,https://www.facebook.com/10205550975804575/videos/10212449945554507,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249405131822975/,2/6/2017 21:36,18,4,0,18,0,0,0,0,0
558429457587216_1250062938423861,My Melodica arrived in the post yesterday so couldn't resist having a little play with it over Isn't She Lovely.... 😂 (A tune I have been working on in the last couple of days...)  #jotw #isntshelovely #steviewonder,Christian Prior,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250062938423861/,2/7/2017 11:16,1,1,0,1,0,0,0,0,0
558429457587216_1249422918487863,"I've been working on ideas over 'Oleo'. C and C welcome!

Dennis Lambert

#jamoftheweek",Dennis Lambert,,video,https://www.facebook.com/674156324165/videos/774792548365,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249422918487863/,2/6/2017 21:54,21,5,0,19,2,0,0,0,0
558429457587216_1249324558497699,"Playing around with a new original tune. Politics aside, the title was too good to pass up. Here's ""Alternative Facts"". C&C welcome!",Oren Levine,,video,https://www.facebook.com/10152879503553098/videos/10155747626183098,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249324558497699/,2/6/2017 19:56,11,1,0,11,0,0,0,0,0
558429457587216_1250098328420322,"Hope Its ok to post this track from my album ""The Fountainhead"".  C and C welcome.  Its a reharm/arrangement of Kenny Dorhams ""Lotus Blossom"".  ",Kenneth Easton,lotus blossom,video,https://www.youtube.com/watch?v=Lwz1rcatmjk,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250098328420322/,2/7/2017 11:58,2,0,0,2,0,0,0,0,0
558429457587216_1249420935154728,"Latest ""Fully self produced audio and video arrangement"" Something I've been dreaming of getting good at lately. C and C totally appreciated. #jamoftheweek #producing #bassguitar #arranging",Tim Carey,Tim Carey Music,video,https://www.facebook.com/timcareymusic/videos/1294104930610860/,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249420935154728/,2/6/2017 21:50,71,8,4,63,7,1,0,0,0
558429457587216_1249964225100399,#DaveWeckl #TowerOfInspiration #JOTW,JO LF,Leslie Johnson,video,https://www.facebook.com/LJohnsonMusic/videos/10153787998109159/,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249964225100399/,2/7/2017 09:49,6,2,1,5,1,0,0,0,0
558429457587216_1250054071758081,Countdown has always stood out more to me than Giant Steps. Here's a bit of what I continue to work into my practice.,Bob Ross,Bob Ross Music,video,https://www.youtube.com/watch?v=v5asNWHVx7o,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250054071758081/,2/7/2017 11:07,0,0,0,0,0,0,0,0,0
558429457587216_1249357208494434,"My first post in this awesome group. C&C welcomed and appreciated. ☮ #JOTW

",Steve Burke,Hip Hop Bass Solo - Questlove / Common,video,https://www.youtube.com/watch?v=fPWugRen0NU,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249357208494434/,2/6/2017 20:30,19,2,0,18,1,0,0,0,0
558429457587216_1250034838426671,"Learning repertoire - ""Like Someone in Love""
#jotw",Ricardo Pinheiro,"Ricardo Pinheiro ""Like Someone in Love""",video,https://www.youtube.com/watch?v=ObG1g1zbIPY,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250034838426671/,2/7/2017 10:50,8,0,2,8,0,0,0,0,0
558429457587216_1250046021758886,Practicing a new ostinato! Feedback wanted! Thank You!,Daniel Bernardes,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1250046021758886/,2/7/2017 11:00,9,0,0,8,0,1,0,0,0
558429457587216_1249443508485804,"Working on Monk's beautiful tune ""Ruby, My Dear.""",Matt Sawyer,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249443508485804/,2/6/2017 22:27,22,3,1,21,1,0,0,0,0
558429457587216_1249288661834622,"Ah, my pick week...time to learn a new tune, a simple one...first stab at Gregory Porter's ""Hey Laura."" This one will be a keeper, I think.",Jeff Matz,,video,https://www.facebook.com/10152235992312483/videos/10154204890847483,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249288661834622/,2/6/2017 18:44,32,7,0,31,1,0,0,0,0
558429457587216_1249977131765775,"This week, jam of the week, my favorite tune Footprints Wayne Shorter #jamoftheweek #footprints #wayneshorter",Dorota Zygadło,,video,https://www.facebook.com/688234131215807/videos/1337632279609319,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249977131765775/,2/7/2017 09:58,7,0,0,6,1,0,0,0,0
558429457587216_1249923551771133,,Greg Solinas,Greg Solinas - Guitariste,video,https://www.facebook.com/176753506049425/videos/435319363526170/,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249923551771133/,2/7/2017 09:02,5,0,0,5,0,0,0,0,0
558429457587216_1249521295144692,"Hey folks! This is my jazzed-up version of ''Xin Bu Liao Qing'', one of the most popular songs in my country.
Hope you enjoy :D
#CommentsWelcome #MandarinClassic",A-Kuan Shiao,,video,https://www.facebook.com/683255421722115/videos/1270644652983186,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249521295144692/,2/6/2017 23:56,22,0,0,19,3,0,0,0,0
558429457587216_1249900691773419,"Working on Overjoyed by Stevie Wonder for solo guitar. Enjoy! 
c&c welcome",Francesco Cardillo,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249900691773419/,2/7/2017 08:28,6,0,0,6,0,0,0,0,0
558429457587216_1249899341773554,https://www.facebook.com/MaciejAfanasjewMusic/posts/1920009618219049,Maciej Afanasjew,Maciej Afanasjew Music,photo,https://www.facebook.com/MaciejAfanasjewMusic/photos/a.1606182332935114.1073741829.1460924750794207/1920009361552408/?type=3,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249899341773554/,2/7/2017 08:25,2,0,1,2,0,0,0,0,0
558429457587216_1244704912292997,"Something about to this tune really gets me
#jotw",Mike Harrison,,video,https://www.facebook.com/10203811468748355/videos/10211761331529956,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1244704912292997/,2/2/2017 16:18,532,55,0,473,53,5,1,0,0
558429457587216_1248268625269959,"First JOTW post! Every Sunday afternoon, I host a jazz jam in Syracuse, NY, and I've challenged everyone to play on the JOTW tune as the last tune for each session. I want to do this every week. Ideally, I'd like to have it all memorized and ready to go 🙊, but grateful for the starting point and for the inspiration! What a powerful tune. Thanks Farnell Newton!",Melissa Gardiner,,video,https://www.facebook.com/1491604711128167/videos/1837652749856693,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1248268625269959/,2/5/2017 20:16,83,6,0,76,7,0,0,0,0
558429457587216_1249774581786030,All the things you are .. working progress C&C welcome,Col Hicks,,video,https://www.facebook.com/10152854550978788/videos/10154926756953788,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249774581786030/,2/7/2017 05:50,20,0,0,20,0,0,0,0,0
558429457587216_1249685278461627,There will never be another you,Ali Jradi,,video,https://www.facebook.com/691706077626989/videos/983312825132978,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249685278461627/,2/7/2017 03:40,12,1,0,12,0,0,0,0,0
558429457587216_1249224128507742,Working on a bunch of Jerome Kern's tunes. Here's a short take on 'In Love In Vain',Artiom Krikunov,In Love In Vain - solo jazz guitar,video,https://www.youtube.com/watch?v=haReJNWbs6g,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249224128507742/,2/6/2017 16:44,7,1,0,7,0,0,0,0,0
558429457587216_1249701298460025,Here's a bit of 26-2 in 9/8.,Johan Hansén-Larson,26-2 Revisited,video,https://www.youtube.com/watch?v=aIlk88txDvc,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249701298460025/,2/7/2017 04:07,7,0,0,6,1,0,0,0,0
558429457587216_1249199035176918,Hi everybody - I've been trying to improvise a little something that would work as a solo piece whenever I first pick the guitar. This was shot in a music store in L.A. where I was intrigued by that Danelectro Guitar/Sitar. C&C welcome #jamoftheweek,Michael Valeanu,,video,https://www.facebook.com/10152851065122908/videos/10155615579287908,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249199035176918/,2/6/2017 16:08,77,3,0,73,4,0,0,0,0
558429457587216_1249273838502771,"Playing a little bit on Jobim's Chega de Saudade, hope you enjoy! #jotw #jobim #chegadesaudade #nomoreblues",Juan Diego Chandra Dhas,,video,https://www.facebook.com/10152573220169029/videos/10154918723819029,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249273838502771/,2/6/2017 18:13,35,5,0,34,1,0,0,0,0
558429457587216_1249591908470964,"Just playing along w/ Coltrane on Aisha, one my favorite ballads out there.",Sasha Stavila,,video,https://www.facebook.com/746586408736155/videos/1285106531550804,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249591908470964/,2/7/2017 01:37,6,0,0,6,0,0,0,0,0
558429457587216_1249488441814644,"Looks like I missed last weeks JOTW, and probably the previous 52+ weeks.....So I'll just post what I would have posted last week, this week.  The rust is audibly evident but the cringes are mitigated by the mini cameos by my daughter,  which really is the only reason why this has made its way onto social media!!  Enjoy nonetheless!",Enoete Inanga,,video,https://www.facebook.com/10102174158570811/videos/10102173318788741,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249488441814644/,2/6/2017 23:22,13,0,0,13,0,0,0,0,0
558429457587216_1249239371839551,"Here's a chorus over Bill Evans' Peri's Scope

C+C welcomed",Shereen Cheong Hui Ting,,video,https://www.facebook.com/10152685626033981/videos/10154476807673981,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249239371839551/,2/6/2017 17:03,62,3,0,56,6,0,0,0,0
558429457587216_1249451315151690,https://soundcloud.com/johan-paxom/sorry-blues-mastermp3,Johan Paxom,Sorry Blues (master).Mp3,link,https://soundcloud.com/johan-paxom/sorry-blues-mastermp3,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249451315151690/,2/6/2017 22:41,0,0,0,0,0,0,0,0,0
558429457587216_1249444805152341,,Peter Backus,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249444805152341/,2/6/2017 22:30,2,0,0,2,0,0,0,0,0
558429457587216_1249426615154160,Here's a little E.S.P for J.O.T.W....I love acronyms...C&C welcome as always!!,Jason Andres,,video,https://www.facebook.com/815000235280081/videos/1183954285051339,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249426615154160/,2/6/2017 22:01,6,0,0,6,0,0,0,0,0
558429457587216_1249417921821696,,Joe Collado,Soular Energy (New Release),link,https://soundcloud.com/joe-collado/soular-energy-new-release?utm_source=soundcloud&utm_campaign=share&utm_medium=facebook,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249417921821696/,2/6/2017 21:45,0,0,0,0,0,0,0,0,0
558429457587216_1249262528503902,"One of my favorite ballads...
Always working on the so difficult art of solo guitar playing.
C&C welcome",Sylvain Courtney,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249262528503902/,2/6/2017 17:53,10,1,1,9,1,0,0,0,0
558429457587216_1249365751826913,A chorus of confirmation! CC welcome,Dvon Cruse,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249365751826913/,2/6/2017 20:47,23,0,0,22,1,0,0,0,0
558429457587216_1249216938508461,"https://m.facebook.com/story.php?story_fbid=10210430689435849&id=1602196584  Hey Guys,Im working a lot on my outside.language in playing:)))So check it out.God Bless:)))Cheers.Vladimir Tubic:)))))",Vladimir Tubic,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249216938508461/,2/6/2017 16:30,35,3,0,30,2,3,0,0,0
558429457587216_1249320761831412,working on pronunciation and timing,Antonio Feula,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249320761831412/,2/6/2017 19:47,5,0,0,5,0,0,0,0,0
558429457587216_1249106518519503,"my attempt at ""If"" by Ralph Towner - long way to go...

comments welcome - thanks for listening

#jotw",MU Eisenmeyer,,video,https://www.facebook.com/376628859169756/videos/714117628754209,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249106518519503/,2/6/2017 14:03,17,3,0,16,1,0,0,0,0
558429457587216_1249263075170514,Week 160 - Donna Lee.,Shan Arsenault,,video,https://www.facebook.com/731520666930779/videos/1202576589825182,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249263075170514/,2/6/2017 17:54,26,0,0,26,0,0,0,0,0
558429457587216_1249261905170631,"""You Don't Know What Love Is"", one chorus, on a Suzuki SCX48 Chromatic Harmonica. It's one of my favorites. We used to perform it as a ballad, but recently switched to a double-time feel. This recording is from a recent gig last month, so there a little crowd noise. #JamOfTheWeek  for week #160, ""Have it Your Way"". C&C welcome.

",Michael Grasso,You Don't Know What Love Is - Harmonica Excerpt - Not 2 Cool Jazz,video,https://www.youtube.com/watch?v=qoBeQFs7juw,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249261905170631/,2/6/2017 17:52,2,0,0,2,0,0,0,0,0
558429457587216_1249258415170980,"Tune of the week, Come Rain or Come Shine. enjoy. comments welcome.",Tim Lerch,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249258415170980/,2/6/2017 17:44,22,0,1,22,0,0,0,0,0
558429457587216_1249073845189437,"Week #160 - Have It Your Way 
Post your favorite song you're working on.....no matter the genre, style, etc. (1 post only)",Farnell Newton,Week #160 - Have It Your Way | Jam of the Week | An Inspirational Social Media Group,link,http://www.jamoftheweek.com/single-post/2017/02/06/Week-160---Have-It-Your-Way,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249073845189437/,2/6/2017 13:21,62,2,2,56,6,0,0,0,0
558429457587216_1249239608506194,Hi guys!!! I'm still working on my outside playing I hope you like it😁🎤🎼🎸Cheers,Marjanov Miša,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249239608506194/,2/6/2017 17:03,8,0,0,8,0,0,0,0,0
558429457587216_1249135721849916,"I'm working on this : try to be more expressive, with simple lines and simple harmony . Focusing on my tone. Any suggestions ? 🙂🙂🙂🙂",Salvo Lombardo,,video,https://www.facebook.com/10204639315574387/videos/10210679164966847,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249135721849916/,2/6/2017 14:51,20,2,0,20,0,0,0,0,0
558429457587216_1249203575176464,"This is my first post in this group, although I've been a long term viewer of all the awesome stuff people post!  I guess this was my first formal attempt at writing a ""head.""  Can you guess which tune I was inspired by?",Sam Feinsilver,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249203575176464/,2/6/2017 16:15,1,0,0,1,0,0,0,0,0
558429457587216_1249200441843444,Iv been recently working on a Pat Metheny backing track to get that sort of vibe... C&C welcome,Paul Barnes,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249200441843444/,2/6/2017 16:11,5,0,0,5,0,0,0,0,0
558429457587216_1249182205178601,"Well, I just finished this track this morning... critique appreciated (especially mix wise).  thanks! ",T Asiong Aglipay,Acoustic Ambient Dub,link,https://soundcloud.com/taglipay/acoustic-ambient-dub,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249182205178601/,2/6/2017 15:35,0,0,0,0,0,0,0,0,0
558429457587216_1249123091851179,"Love funky takes on otherwise (usually) non-funky tunes... 
C&C welcome, and other funky tunes/ideas! :) 

Enjoy!

",Gus Hackett,"Angel Eyes, Guitar - Gus Hackett",video,https://www.youtube.com/watch?v=9XVPyA-JDco,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249123091851179/,2/6/2017 14:32,10,3,0,10,0,0,0,0,0
558429457587216_1249146365182185,"Something did for fun a couple of weeks ago. To much delay and reverb but nobody got hurt. 
",Steve Arts,January cold musings,video,https://www.youtube.com/watch?v=sK07OwitjBU,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249146365182185/,2/6/2017 15:09,1,0,0,1,0,0,0,0,0
558429457587216_1249143211849167,Vienna traditional @Guerrilla-Session in vienna!,Guerrilla Session,Guerrilla-Session,video,https://www.facebook.com/GuerrillaSession/videos/761242030697309/,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249143211849167/,2/6/2017 15:03,2,0,0,2,0,0,0,0,0
558429457587216_1249142465182575,"""Red Clay"" i love this tune.
He´re is a solo with some electric Sax ;-) for #jotw",Jürgen Herrmann,,video,https://www.facebook.com/823441391052807/videos/1337830949613846,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249142465182575/,2/6/2017 15:02,23,0,0,22,1,0,0,0,0
558429457587216_1249138445182977,Well then this is one of my compositions..hope you will like it..enjoy! :-) ,Ahmad Hani-Shukri,Ahmad Hani and Heiko Dijker - Mountains Of Muğla,video,https://www.youtube.com/watch?v=OPVmq2c75bc,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249138445182977/,2/6/2017 14:55,2,0,0,1,1,0,0,0,0
558429457587216_1249085718521583,Crucible Elohim #jamoftheweek,Donovan Benson,,video,https://www.facebook.com/168457643645654/videos/167812200376865,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1249085718521583/,2/6/2017 13:34,0,0,0,0,0,0,0,0,0
558429457587216_1241665382596950,"Come Sunday, ""Do unto others as you would have them do to you"". Thanks Farnell for offering a tune that really speaks to the politics of the moment and the universal suffering under despotism.",Mark Kleinhaut,,video,https://www.facebook.com/10204410710240620/videos/10209941918237363,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1241665382596950/,1/31/2017 07:32,118,20,0,105,13,0,0,0,0
