status_id,status_message,status_author,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
558429457587216_1240948782668610,"Hadda go 12/8. Feeling blue today.

C and C are always welcome

#comesunday",Jeff Matz,,video,https://www.facebook.com/10152235992312483/videos/10154186819722483,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240948782668610/,1/30/2017 18:34,24,8,0,24,0,0,0,0,0
558429457587216_1241044212659067,"Come Sunday - quick and dirty but with love..

All comments appreciated

#jamoftheweek #pedalsteeljazz",Christopher Woitach,,video,https://www.facebook.com/10204812464565488/videos/10211237323502946,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1241044212659067/,1/30/2017 20:34,52,11,0,45,6,1,0,0,0
558429457587216_1242408825855939,Come Sunday. C&C always welcome! Thanks for this tune choice #jamoftheweek,Alana Guarino,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1242408825855939/,1/31/2017 21:21,25,8,2,25,0,0,0,0,0
558429457587216_1244522182311270,Simple arrangement of Come Sunday.  Cheers.,Matias Martin Hargo,,video,https://www.facebook.com/10205751838048809/videos/10210394351948755,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1244522182311270/,2/2/2017 12:30,15,0,0,14,1,0,0,0,0
558429457587216_1244362642327224,,Steve Paul,Boss Gt-100 COSM Effects Processor's Fans,video,https://www.facebook.com/1282666581827704/videos/1297269833700712/,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1244362642327224/,2/2/2017 09:48,1,0,0,1,0,0,0,0,0
558429457587216_1244354098994745,"Jam Of The Week #159 ""Come Sunday"" by Duke Ellington. Once through with feeling on this intensely spiritual tune.  Featuring my friend Vaughn DeForest on trumpet. Comments and critiques most welcome.",Neil Lamb,,video,https://www.facebook.com/985923258089056/videos/1565914463423263,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1244354098994745/,2/2/2017 09:37,10,0,0,10,0,0,0,0,0
558429457587216_1244329748997180,#jotw bass doesn't need to solo on this.  One take as bass for a ballad (@60) and then as bass on something up @180.  I change chords a bit in first two measures to give in more of a Cedar Walton harmonic feel (at least in my mind).  Pretty soon AI (artificial intelligence) will be able to compose and improvise in a way that will probably pass a musical Turing Test. If there would be a distinguishing feature it will probably be the human mistakes.  That is what I am banking on!  #KeepingTheRaggedyEdge,John David Kromkowski,,video,https://www.facebook.com/795043003864917/videos/1203602539675626,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1244329748997180/,2/2/2017 09:07,2,0,0,2,0,0,0,0,0
558429457587216_1242563635840458,"Hey guys, it's been a while since I did a solo piano take! Here's Come Sunday, comments welcome",Ben Tweedt,,video,https://www.facebook.com/10204624793533702/videos/10210798658756474,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1242563635840458/,2/1/2017 00:16,83,9,0,75,8,0,0,0,0
558429457587216_1242467282516760,"Come Sunday, one chorus, from the Duke's hometown. Beautiful tune! C&C welcome #jamoftheweek",Oren Levine,,video,https://www.facebook.com/10152879503553098/videos/10155727534458098,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1242467282516760/,1/31/2017 22:31,22,1,0,19,3,0,0,0,0
558429457587216_1243353205761501,"Come Sunday #jotw  It's been a while since I played my sax... Critique welcome, thanks.",T Asiong Aglipay,,video,https://www.facebook.com/884825671528002/videos/1462619363748627,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1243353205761501/,2/1/2017 12:32,35,5,0,31,4,0,0,0,0
558429457587216_1238960559534099,"#Insensatez with Gracie Terzian + Rotem Sivan Trio Rotem Sivan
Compliments + Compliments welcome

(hahaha jk.. comments + critiques are always welcome!)",Gracie Terzian,Insensatez,video,https://www.facebook.com/2134324208948/videos/2980826770983,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1238960559534099/,1/28/2017 18:21,209,11,1,191,18,0,0,0,0
558429457587216_1243325159097639,"Howdy folks, comments & critique are always welcome. Peace.",Ethan Cypress,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1243325159097639/,2/1/2017 11:59,56,4,0,48,8,0,0,0,0
558429457587216_1243731295723692,COME SUNDAY  (DUKE ELLINGTON) guitar cover.,Clarence Swindle,,video,https://www.facebook.com/216823325331159/videos/423715187975304,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1243731295723692/,2/1/2017 21:38,5,0,0,5,0,0,0,0,0
558429457587216_1239813736115448,"Só Danço Samba - practising my Portuguese/co-ordination chops... PS - if anyone can point me in the direction of some really hip examples of some Brazilian pianists, that would be really useful. I want to get more of an ear for the comping/soloing style for bossa nova and samba stuff....
#jotw #jobim #CHOPS",Christian Prior,,video,https://www.facebook.com/10204135690327862/videos/10210563782226142,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239813736115448/,1/29/2017 16:01,6,2,0,5,1,0,0,0,0
558429457587216_1239829359447219,"Whoooo!! Jobim week!  Everyone is sounding awesome 👏🏽 Here's my take on Chega De Saudade (No More Blues). It was super hard picking a tune for this week, Jobim wrote so many great ones. C & C welcome #jamoftheweek #jobim #bossanova",Candice Tugby,,video,https://www.facebook.com/1489499414658507/videos/1733440696931043,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239829359447219/,1/29/2017 16:29,370,30,10,328,38,4,0,0,0
558429457587216_1243247522438736,Come Sunday. Once through. Love Ellington. Learned it yesterday and sang it in the car directly into my phone right before classes started. Love the message. Not sure this is a good key.,Ellynne Rey,,video,https://www.facebook.com/10153328785300688/videos/10154911285940688,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1243247522438736/,2/1/2017 11:00,11,3,0,8,3,0,0,0,0
558429457587216_1243401562423332,"Hi everyone, my first post on this group, trying to get better everyday!",Diego García,,video,https://www.facebook.com/10206129463374568/videos/10210490644721376,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1243401562423332/,2/1/2017 13:29,47,5,0,41,6,0,0,0,0
558429457587216_1243497025747119,Useful Blogs & Websites for Jam of the Week Members. Congrats Joey Lieber for getting on this list!,Farnell Newton,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1243497025747119/,2/1/2017 15:15,14,0,0,13,1,0,0,0,0
558429457587216_1243391805757641,Come Sunday #dreaming,Alon Wolman,,video,https://www.facebook.com/10154415656401562/videos/10155789644971562,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1243391805757641/,2/1/2017 13:18,4,0,0,3,1,0,0,0,0
558429457587216_1242446235852198,#jotw #comesunday on Tuesday:) just got my horn back from my tech and it feels great to play:) comments and critiques welcome!,Reggie Padilla,,video,https://www.facebook.com/10152117356720036/videos/10154292114290036,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1242446235852198/,1/31/2017 22:08,103,7,0,96,4,3,0,0,0
558429457587216_1241806849249470,"Come Sunday (One Chorus) 
I've never played over this tune , but it's sooo beautiful. Really hard for me . Thanks for choosing this magic tune 🙂
Any suggestions or criticism will be more than welcome. 
#jotw #comesunday",Salvo Lombardo,,video,https://www.facebook.com/10204639315574387/videos/10210626711975555,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1241806849249470/,1/31/2017 09:37,39,7,0,38,1,0,0,0,0
558429457587216_1130602487036574,"Hey #jamoftheweek! Here's my take on ""Autumn Leaves"". Inspired watching everyone's awesome videos!!",Andrew Gould,,video,https://www.facebook.com/975153248374/videos/10100461764946604,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1130602487036574/,10/18/2016 13:08,113,12,1,106,4,3,0,0,0
558429457587216_1242285815868240,"Estudiándolo! Hermoso tema, probando doble tiempo.

Studying it! Beautiful song, trying doublé time

Abrazos!",Pablo Andrés Devadder,,video,https://www.facebook.com/10152236183380740/videos/10154089588200740,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1242285815868240/,1/31/2017 18:02,31,2,0,30,0,1,0,0,0
558429457587216_1241636345933187,"JOTWeek 159 COME SUNDAY 
The more i listen to Johnny Hodges more i like his playing.
One and only take for each sax, hope you like it.",Roberto Pacheco,JOTWeek 159 COME SUNDAY,video,https://www.facebook.com/10202774996949094/videos/10210293675111349,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1241636345933187/,1/31/2017 07:03,41,2,0,36,5,0,0,0,0
558429457587216_1241878425908979,"Hello, Fellow Music Lovers! Please check out this in-the-works tune, ""There Will Be Thorns,"" that speaks to pushing through life's difficulties.

https://www.youtube.com/watch?v=L2BeKTyDmc4

:-)
Eugenie
NW Vocalist of the Year Nominee
Requesting your support: www.eugeniejones.com",Eugenie Jones,,photo,https://www.facebook.com/photo.php?fbid=1328771873849903&set=gm.1241878425908979&type=3,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1241878425908979/,1/31/2017 10:36,1,0,0,1,0,0,0,0,0
558429457587216_1240687479361407,My take on one of the most beautiful of what  #Jobim wrote. Enjoy! Thank you #JOTW !! :-),Ahmad Hani-Shukri,How insensitive - A.C.Jobim (by Ahmad Hani),video,https://www.facebook.com/640276702743443/videos/1036616716442771,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240687479361407/,1/30/2017 12:52,104,8,0,94,8,2,0,0,0
558429457587216_1234234383340050,"Wave by SharpEye

www.sharpeyemusic.com

#ambulanceduet #yazzflute #TrevorJamesSharpEyeAltoFlute",SharpEye Sarpay Özçağatay,,video,https://www.facebook.com/10152566503671900/videos/10154751247071900,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1234234383340050/,1/24/2017 15:43,116,8,1,104,12,0,0,0,0
558429457587216_1240022086094613,I love Jobim!  Playing softer than normal for the neighbors.  Hope you enjoy Wave!,Sam Dillon,,video,https://www.facebook.com/10100165116143184/videos/10100525592136404,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240022086094613/,1/29/2017 22:20,208,18,9,188,15,4,1,0,0
558429457587216_1240880612675427,"If anyone needs the leadsheet for ""Come Sunday"", you can find the exported leadsheet in this link: https://compoze.app.link/KjVJHZzQmA
This video is of how I made it. 
Cheers!",Alon Shacham,,video,https://www.facebook.com/10152761109609942/videos/10155784186014942,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240880612675427/,1/30/2017 16:47,11,4,0,11,0,0,0,0,0
558429457587216_1237827332980755,So Danco Samba! Love hearing everyone in this group. Happy jamming! CC's welcome,Adam Hutcheson,,video,https://www.facebook.com/10103940328651830/videos/10105423232006620,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1237827332980755/,1/27/2017 14:52,45,4,0,43,2,0,0,0,0
558429457587216_1236219756474846,"Hey folks! This is my free-tempo take of Jobim's ''Corcovado''. Hope you dig :D

#CritiquesWelcome #JOTW",A-Kuan Shiao,,video,https://www.facebook.com/683255421722115/videos/1259353054112346,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1236219756474846/,1/26/2017 03:53,60,9,0,55,4,1,0,0,0
558429457587216_1239732599456895,Girl From Ipanema,Ryan Devlin,,video,https://www.facebook.com/1576749929227442/videos/1887361198166312,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239732599456895/,1/29/2017 13:55,40,4,1,38,2,0,0,0,0
558429457587216_912554428841382,"Digging deep into ""Isn't she lovely"" on the Rhodes with a different groove. Comments always welcome. #stevie",Simon Oslender,,video,https://www.facebook.com/553522234777641/videos/779298678866661,https://www.facebook.com/groups/jamoftheweekgroup/permalink/912554428841382/,12/15/2015 17:08,2301,106,1706,2301,0,0,0,0,0
558429457587216_1240912129338942,"My take on Chega de Saudade, head only.",David Robinson,,video,https://www.facebook.com/10152854279294054/videos/10154945341529054,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240912129338942/,1/30/2017 17:41,5,0,0,5,0,0,0,0,0
558429457587216_1226349010795254,"Here is my rendition of Alone Together. Such a lovely tune,. Comments welcome. thanks for listening.",Tim Lerch,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1226349010795254/,1/17/2017 15:09,59,13,1,56,3,0,0,0,0
558429457587216_1233905503372938,"""Once I loved"" is one of my favorite Jobim tunes. Its a natural for exploring my new guitar, the Testadura-MK by Tom Ribbecke.",Mark Kleinhaut,,video,https://www.facebook.com/10204410710240620/videos/10209879139187926,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1233905503372938/,1/24/2017 08:57,121,12,8,112,9,0,0,0,0
558429457587216_1240871942676294,Sneaking in O Grande Amor on a school night. C and C welcome. Love Jobim!,Kurt McIntosh,,video,https://www.facebook.com/10153253848331955/videos/10154819669526955,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240871942676294/,1/30/2017 16:35,5,0,0,5,0,0,0,0,0
558429457587216_1240848886011933,"my cd 'symphony for jazz trio: a prayer for peace'
was played and is archived for two weeks at:

http://wfdu2.streamrewind.com/bookmarks/listen/172784/jersey-bounce
from 8 a.m. 1/29/2017

check it out! in almost 100 years of jazz, this is the first 'symphony' for sax, bass and drums…

http://www.newartistsrecords.com/pages/1053.html",Richard Tabnik,Jersey Bounce,link,http://wfdu2.streamrewind.com/bookmarks/listen/172784/jersey-bounce,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240848886011933/,1/30/2017 16:00,0,0,0,0,0,0,0,0,0
558429457587216_1239495236147298,"So Danco Samba

Feliz aniversário, Antônio Carlos Jobim!
(Comments and critiques are welcome!) :)

#bigfamily #jamoftheweek #love #bossanova",Azzurra Cuonzo,,video,https://www.facebook.com/10205371168383318/videos/10211891511067810,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239495236147298/,1/29/2017 08:57,222,13,23,186,34,1,0,1,0
558429457587216_1240680136028808,,Farnell Newton,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240680136028808/,1/30/2017 12:47,5,2,0,5,0,0,0,0,0
558429457587216_1240773476019474,"Release of the week.....I changed it up a bit! Check out the new book by SharpEye Sarpay Özçağatay and support our own. I'm about to order just so I can work on it with Trumpet. 

Jam of the Week:
http://www.jamoftheweek.com/new-release

Amazon:
https://www.amazon.com/Unlock-Jazz-Flute-Vol-I-1/dp/0692794638/ref=sr_1_1?ie=UTF8&qid=1485799815&sr=8-1&keywords=sarpay",Farnell Newton,,photo,https://www.facebook.com/photo.php?fbid=749417278544657&set=gm.1240773476019474&type=3,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240773476019474/,1/30/2017 14:23,10,1,0,10,0,0,0,0,0
558429457587216_1239073362856152,"My first post on the JOTW
Triste-Jobim.
(Comments and critiques are welcome!) :)
#jamoftheweek 
#JOTW",Mario Alonso,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239073362856152/,1/28/2017 21:51,13,2,0,13,0,0,0,0,0
558429457587216_1240301962733292,"Jobim, Jamaican style... Agua De Beber #ska #jotw #aguadebeber",T Asiong Aglipay,,video,https://www.facebook.com/884825671528002/videos/1459731014037462,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240301962733292/,1/30/2017 05:30,31,2,0,29,2,0,0,0,0
558429457587216_1240676916029130,Week #159 - Come Sunday (Duke Ellington),Farnell Newton,Week #159 - Come Sunday | Jam of the Week | An Inspirational Social Media Group,link,http://www.jamoftheweek.com/single-post/2017/01/30/Week-159---Come-Sunday,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240676916029130/,1/30/2017 12:41,40,0,2,38,2,0,0,0,0
558429457587216_1240009269429228,"Working on Wave! First time posting, long time fan of all of you. C&C more than welcomed (and definitely needed). Zachary Caplinger on guitar, and Patrick Christopher Malone on drums.",Steven Ragsdale,,video,https://www.facebook.com/10205799519050953/videos/10211799786573891,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240009269429228/,1/29/2017 21:53,106,7,0,98,7,1,0,0,0
558429457587216_1240021582761330,"hope is not too late !
just imagine a #wave coming in slow motion ...
#jotw #jobim #guitar",Ricardo Scheinkerman,,video,https://www.facebook.com/1537801869798942/videos/1851898681722591,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240021582761330/,1/29/2017 22:19,15,2,0,15,0,0,0,0,0
558429457587216_1240353646061457,,Greg Solinas,Greg Solinas - Guitariste,video,https://www.facebook.com/176753506049425/videos/429884104069696/,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240353646061457/,1/30/2017 06:34,3,0,0,3,0,0,0,0,0
558429457587216_1240274156069406,"""Happy Madness"" forgive my voice...those lyrics are worth it:/",Nephtali Santiago,,video,https://www.facebook.com/10202878017010822/videos/10208725177346176,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240274156069406/,1/30/2017 04:41,3,0,0,3,0,0,0,0,0
558429457587216_1239041639525991,"SEM VOCE & UNACCOMPAINED - One shot only, just the flow and a few embellishments, not much else to add to this gorgeous Jobim's melody. ;)",Stefano Scippa Palleni,,video,https://www.facebook.com/10204819770109779/videos/10211097901739146,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239041639525991/,1/28/2017 20:58,18,2,5,16,2,0,0,0,0
558429457587216_1240109372752551,"INSTAGRAM GIVEAWAY:

GIVEAWAY TIME // We are giving away 3 bottles of @ultrapureoils Valve Oil www.ultrapureoils.com Winner Drawn Feb 5th 2017. Good Luck 🤞🏼#jotweek #jamoftheweek #valveoil #brass #trumpet #flugelhorn #cornet #Piccolotrumpet #piccolo #brasslife #jazztrumpet #smoother #faster #classicaltrumpet",Farnell Newton,,photo,https://www.facebook.com/photo.php?fbid=749133328573052&set=gm.1240109372752551&type=3,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240109372752551/,1/30/2017 00:32,2,2,0,2,0,0,0,0,0
558429457587216_1236681746428647,"Antonio Carlos Jobim - If You Never Come To Me.

Happy to be able to post a video this week! 
#JamOftheWeekRocksorJazzmaybeFunk",Farnell Newton,,video,https://www.facebook.com/313587932127596/videos/747385155414536,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1236681746428647/,1/26/2017 13:32,63,18,2,57,6,0,0,0,0
558429457587216_1238661919563963,"Luiza - Tom Jobim.

Week #158.
For me one of the most beautiful songs of Jobim. Comments welcome.

#EliasCoutinhoSax #TomJobim #JOTW #JamOfTheWeek",Elias Coutinho,,video,https://www.facebook.com/10206720147671559/videos/10211968179589077,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1238661919563963/,1/28/2017 10:59,129,12,24,111,11,7,0,0,0
558429457587216_1239731806123641,"First post!
Samba do aviao on guitar, one chorus, melody+chords.
C & C welcome and appreciated!
...and great thanks to this wonderful group!",Jacopo Edoardo Jeoffray,,video,https://www.facebook.com/10155496865710403/videos/10158079262100403,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239731806123641/,1/29/2017 13:54,14,2,0,14,0,0,0,0,0
558429457587216_1240085622754926,"Literally squeezing this one in at the last minute after taking a long hiatus from posting on Jam of the Week! Nonetheless, here's a chorus of me improvising over the great Antonio Carlos Jobim's standard ""Wave"" with the metronome on 4! Comments and criticism are always welcome! #jotw",Gus Arnold,,video,https://www.facebook.com/757745774310349/videos/1214388281979427,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240085622754926/,1/29/2017 23:59,18,1,0,18,0,0,0,0,0
558429457587216_1239060582857430,"First time posting to #JOTW! I couldn't resist for #Jobim. Just me and a shaker (note: that's why the camera is shaking) 

I chose to do one of my faves ""Ela e Carioca"". Just one chorus with the written intro/outro. 

I hope you enjoy! ☺",Makala Wengelewski-Romero,,video,https://www.facebook.com/10152956216157288/videos/10154948178857288,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239060582857430/,1/28/2017 21:30,26,3,0,22,4,0,0,0,0
558429457587216_1240054089424746,"What an opportunity!!! ""Chega de Saudade"" or ""No more blues"" ( video taken few month ago) by Cedric de Saint-Rome #jobim #tribute #bossa ❤comments are welcome :)",Regina Soto,Chega de Saudade,video,https://www.youtube.com/watch?v=BsWqFRIxlmc,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240054089424746/,1/29/2017 23:08,6,1,0,4,2,0,0,0,0
558429457587216_1240033199426835,Right under the wire. A triste Sunday night. Praise or criticisms always welcome.,Chris Beard,,video,https://www.facebook.com/10153550343722809/videos/10154464138127809,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1240033199426835/,1/29/2017 22:36,2,1,0,2,0,0,0,0,0
558429457587216_1239989669431188,This jam is insane. Bless yall TL with some Sunday Soul from WilliamGold https://www.facebook.com/jordan.patterson721/posts/10212001780265117?pnref=story,Jordan Patterson,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239989669431188/,1/29/2017 21:16,2,0,0,2,0,0,0,0,0
558429457587216_1239985119431643,Garota de Ipanema !!! C&C are welcomed ! ! !,Paulo Soto Zuliani,,video,https://www.facebook.com/1580274328904093/videos/1831641650434025,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239985119431643/,1/29/2017 21:07,10,0,0,10,0,0,0,0,0
558429457587216_1239974212766067,"https://youtu.be/D5e_A1Fq5a4
One of the most beautiful songs i've heard from Jobim, please ctitique and enjoy",Choby Scheufler,Fotografia- Jobim (cover baixo),video,https://youtu.be/D5e_A1Fq5a4,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239974212766067/,1/29/2017 20:47,4,0,1,4,0,0,0,0,0
558429457587216_1239963142767174,"Meditation... Just got some recording equipment... and a friend had a backing track... And it's a little soft, as I have neighbors... Let's see how this goes!",Joel Mikulyak,,status,,https://www.facebook.com/groups/jamoftheweekgroup/1239963142767174/,1/29/2017 20:27,6,1,0,6,0,0,0,0,0
558429457587216_1239960416100780,WAVE  (Antonio Carlos Jobim) guitar cover.,Clarence Swindle,,video,https://www.facebook.com/216823325331159/videos/422097084803781,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239960416100780/,1/29/2017 20:20,5,0,0,5,0,0,0,0,0
558429457587216_1239947642768724,"Hello everyone, This is my first post! 
C&C welcome 
#Insensatez #JobimWeek #JOTW",Wilman Suescun Jr.,,video,https://www.facebook.com/10202949028902253/videos/10208429340186610,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239947642768724/,1/29/2017 19:59,2,0,0,2,0,0,0,0,0
558429457587216_1239917676105054,Just in time :) Beautiful song:  Dindi     (A.C. Jobim),Patricia Mulder,Dindi,video,https://www.youtube.com/attribution_link?a=AUO1KFpGdKg&u=%2Fwatch%3Fv%3DtoSv6JUOv4Q%26feature%3Dshare,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239917676105054/,1/29/2017 19:03,3,0,0,2,1,0,0,0,0
558429457587216_1239898482773640,"Here's my unwarmed up take on ""Wave""! Just hopped off the plane here in Austin and wanted to play something! Hope you dig. Comment and Criticism is welcomed! Metronome is on beat 1 of every measure so it's also a time workout! #Trombone #JOTW #ATX #Wave",Altin Brennan Sencalar,,video,https://www.facebook.com/10152401911866733/videos/10154389071446733,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239898482773640/,1/29/2017 18:29,10,0,1,9,1,0,0,0,0
558429457587216_1238896666207155,"When it comes to Jobim's compositions, it is so hard to choose just one. I've always liked ""Picture in Black and White"" AKA ""Zingaro"".",Kirtley Wade Burggraf,,video,https://www.facebook.com/1306788869387995/videos/1343871059013109,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1238896666207155/,1/28/2017 16:01,8,1,0,7,1,0,0,0,0
558429457587216_1239846102778878,"I only started doing the whole movie-editing thing recently; because of that I failed to provide the right dimensions and so I'm squashed.  Everything else worked out rather well though...lol.  This was a first-take on Ipanema.  I've been pushing myself lately to pick a tune at random and try to play it to the best of my ability right off the bat and to keep it honest without the changes behind me.  Ipanema is one I haven't played in a long time, so C&C are welcome!  

If you have some time feel free to check out my Instagram.  I travel the world, and I have stories to tell about music and travel on my blog-site, too.  jordanferrinblogs.com 

https://www.instagram.com/thedudeofsax/",Jordan Ferrin,,video,https://www.facebook.com/10153000801174564/videos/10154857273869564,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239846102778878/,1/29/2017 17:00,2,0,0,2,0,0,0,0,0
558429457587216_1237866939643461,My first video - Girl from Ipanema in polish! Lyrics (by Wanda Warska) are really funny 🤣🤡🙃 #jamoftheweek,Dorota Zygadło,,video,https://www.facebook.com/688234131215807/videos/1326199767419237,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1237866939643461/,1/27/2017 15:25,25,3,1,20,4,0,1,0,0
558429457587216_1239808026116019,Taught some new alto students yesterday and was inspired to break it out. One chorus on Corcovado. C&C welcome. Mexicans welcome...Muslims welcome..et al.#jotw #jobim #altosax #onebarpickup,Tal Shtuhl,,video,https://www.facebook.com/748462221865281/videos/1432031320175031,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239808026116019/,1/29/2017 15:51,36,0,1,34,2,0,0,0,0
558429457587216_1239755936121228,"TONIGHT from 10pm til Midnight PST (Aka West Coast Time) I will be debuting my new show ""Peer Pressure"" on the air live and weekly on @kmhd_jazz_radio 89.1fm - if you're out of town don't worry you can tune into www.kmhd.org to stream it live over your computer or smartphones. #PeerPressure @opb @opbmusic #publicradio

After I get settled in we will be rolling out a Jam of the Week components to the shows as well in the near future! *Does the Running Man Dance* 🕺🏼😂",Farnell Newton,,photo,https://www.facebook.com/photo.php?fbid=748954691924249&set=gm.1239755936121228&type=3,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239755936121228/,1/29/2017 14:29,10,0,0,10,0,0,0,0,0
558429457587216_1239747236122098,"Hi, everyone!
I chose to do one of my favorite『Once I Loved』C&C welcome.
Hope you like it!
#JOTW",Yasuhiro Sakake,,video,https://www.facebook.com/399350070257957/videos/576524989207130,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239747236122098/,1/29/2017 14:15,12,0,4,11,1,0,0,0,0
558429457587216_1239689196127902,saturday night baroque jam! (or at least trying) :3,Marck Villegas,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1239689196127902/,1/29/2017 13:03,1,0,1,1,0,0,0,0,0
558429457587216_1233002490129906,"He´re is the good old girl from ipanema ;-)
#jotw158 
C&C always welcome",Jürgen Herrmann,,video,https://www.facebook.com/823441391052807/videos/1323024367761171,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1233002490129906/,1/23/2017 15:47,37,2,0,36,1,0,0,0,0
558429457587216_1233246656772156,Do you have a favorite Jobim composition? Played by a certain artist? Post a YouTube link here!,Farnell Newton,,status,,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1233246656772156/,1/23/2017 20:22,16,22,0,14,2,0,0,0,0
558429457587216_1226285294134959,"Alone Together - my take on an arrangement by Peter Mazza - still very much work in progress though... 

comments welcome - thanks for listening 

#jotw",MU Eisenmeyer,,video,https://www.facebook.com/376628859169756/videos/703260793173226,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1226285294134959/,1/17/2017 13:44,39,9,2,39,0,0,0,0,0
558429457587216_1234248726671949,"This is not me, and it wasn't recorded for JOTW, but it is keeping with this week's theme. I just saw Jason perform this a few weeks ago and I thought you'd appreciate it.",Jeff Seigle,Jason Vieaux,video,https://www.youtube.com/watch?v=T2LhIsO2THM,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1234248726671949/,1/24/2017 16:05,1,0,1,1,0,0,0,0,0
558429457587216_1233202450109910,Wave on alto flute. Channeling my guitar envy... #jotw #digitech,Anders Bostrom,,video,https://www.facebook.com/648010721913440/videos/1177749525606221,https://www.facebook.com/groups/jamoftheweekgroup/permalink/1233202450109910/,1/23/2017 19:28,62,11,9,54,8,0,0,0,0
